,index,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,strategy_signal,BAH_signal,SAH_signal,qty,balance,portfolio_value,BAH_portfolio_value,SAH_portfolio_value
989,989,2023-07-27 05:00:00+03:00,29384.3,29430.0,29331.7,29420.4,4831.091,2023-07-27 05:59:59.999000+03:00,141894670.9878,45904,2866.496,84202680.7699,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
990,990,2023-07-27 06:00:00+03:00,29420.5,29436.7,29388.1,29388.1,4290.638,2023-07-27 06:59:59.999000+03:00,126195723.264,37906,1789.829,52643347.6411,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
991,991,2023-07-27 07:00:00+03:00,29388.1,29477.3,29388.1,29473.9,6863.274,2023-07-27 07:59:59.999000+03:00,202066630.0688,55694,4039.031,118911606.024,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
992,992,2023-07-27 08:00:00+03:00,29473.9,29485.9,29442.7,29446.0,6732.993,2023-07-27 08:59:59.999000+03:00,198387436.8764,57367,3519.243,103693748.0324,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
993,993,2023-07-27 09:00:00+03:00,29446.0,29468.2,29366.0,29368.5,7083.088,2023-07-27 09:59:59.999000+03:00,208382788.141,59614,2619.291,77067084.6752,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
994,994,2023-07-27 10:00:00+03:00,29368.5,29455.4,29367.1,29396.9,6977.338,2023-07-27 10:59:59.999000+03:00,205258581.8919,67209,3834.36,112792033.8861,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
995,995,2023-07-27 11:00:00+03:00,29396.9,29459.7,29380.0,29455.8,7369.009,2023-07-27 11:59:59.999000+03:00,216782421.5537,65005,3760.863,110645935.0875,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
996,996,2023-07-27 12:00:00+03:00,29455.9,29558.4,29450.3,29529.4,11769.819,2023-07-27 12:59:59.999000+03:00,347257074.19824,101262,6665.232,196651020.85354,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
997,997,2023-07-27 13:00:00+03:00,29529.5,29544.5,29455.5,29466.3,9599.64,2023-07-27 13:59:59.999000+03:00,283176019.4158,86546,4033.415,118979329.3702,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
998,998,2023-07-27 14:00:00+03:00,29466.2,29514.0,29453.2,29493.9,5316.063,2023-07-27 14:59:59.999000+03:00,156732461.4886,55068,2945.449,86840010.2961,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
999,999,2023-07-27 15:00:00+03:00,29494.0,29495.1,29442.6,29486.5,6439.884,2023-07-27 15:59:59.999000+03:00,189778972.2466,69876,3115.731,91821541.4081,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99990.0,99990.0
1000,1000,2023-07-27 16:00:00+03:00,29486.5,29494.8,29417.3,29430.6,8642.153,2023-07-27 16:59:59.999000+03:00,254520818.7665,83135,4296.362,126540071.4797,0.0,StrategySignal.DO_NOTHING,ActionType.BUY,ActionType.SELL,0.0,100000.0,99820.0,99800.4217184135,100170.1164405898
1001,1001,2023-07-27 17:00:00+03:00,29430.5,29432.2,29304.1,29336.0,18399.614,2023-07-27 17:59:59.999000+03:00,540347748.75368,151416,8274.392,243003871.157,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99479.59693419022,100490.9716384016
1002,1002,2023-07-27 18:00:00+03:00,29335.9,29351.0,29218.1,29278.0,21802.398,2023-07-27 18:59:59.999000+03:00,638523362.9889,175886,10624.184,311182614.8315,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99282.89674935988,100687.69047004098
1003,1003,2023-07-27 19:00:00+03:00,29278.0,29324.5,29247.0,29263.7,9944.539,2023-07-27 19:59:59.999000+03:00,291208427.7547,89201,5276.578,154527997.0329,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99234.3999796517,100736.19183715207
1004,1004,2023-07-27 20:00:00+03:00,29263.7,29283.4,29162.0,29209.7,14861.556,2023-07-27 20:59:59.999000+03:00,434396775.5913,129695,6564.709,191911638.3355,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99051.26532480966,100919.34385281631
1005,1005,2023-07-27 21:00:00+03:00,29209.8,29240.5,29065.5,29131.6,27371.431,2023-07-27 21:59:59.999000+03:00,797895330.86312,213385,13448.824,392089378.6106,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98786.3983517881,101184.23593473072
1006,1006,2023-07-27 22:00:00+03:00,29131.5,29167.0,29090.0,29152.6,11464.896,2023-07-27 22:59:59.999000+03:00,333945800.7832,106069,5717.541,166543778.8397,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98857.61738422667,101113.01015086129
1007,1007,2023-07-27 23:00:00+03:00,29152.6,29182.6,29117.7,29133.5,6261.989,2023-07-27 23:59:59.999000+03:00,182542306.2083,70064,3409.446,99393174.2802,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98792.84197853254,101177.79169714253
1008,1008,2023-07-28 00:00:00+03:00,29133.6,29220.0,29124.4,29169.5,5643.939,2023-07-28 00:59:59.999000+03:00,164659941.5381,62025,3164.744,92331373.4997,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98914.93174842725,101055.69035336637
1009,1009,2023-07-28 01:00:00+03:00,29169.5,29225.0,29169.5,29186.7,4412.803,2023-07-28 01:59:59.999000+03:00,128871548.2444,52026,2382.498,69576588.7157,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98973.26352737693,100997.3530446733
1010,1010,2023-07-28 02:00:00+03:00,29186.6,29216.8,29167.0,29209.7,4170.345,2023-07-28 02:59:59.999000+03:00,121730316.7072,47069,2047.82,59778442.1781,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99051.26532480966,100919.34385281631
1011,1011,2023-07-28 03:00:00+03:00,29209.8,29299.9,29197.6,29255.9,7071.009,2023-07-28 03:59:59.999000+03:00,206762776.7662,68840,4302.061,125801656.9944,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99207.94719617451,100762.64712830356
1012,1012,2023-07-28 04:00:00+03:00,29256.0,29284.8,29240.1,29247.8,4046.807,2023-07-28 04:59:59.999000+03:00,118410737.2526,47468,1460.817,42745509.9622,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99180.47699794821,100790.1199306532
1013,1013,2023-07-28 05:00:00+03:00,29247.8,29252.0,29171.3,29217.3,5160.791,2023-07-28 05:59:59.999000+03:00,150741771.4565,53596,1910.206,55788351.6071,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99077.03983178742,100893.56690246357
1014,1014,2023-07-28 06:00:00+03:00,29217.3,29279.6,29189.4,29239.8,6993.799,2023-07-28 06:59:59.999000+03:00,204431103.0699,62609,3949.875,115462831.591,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99153.34593797161,100817.25356260347
1015,1015,2023-07-28 07:00:00+03:00,29239.8,29255.5,29207.6,29249.4,3379.733,2023-07-28 07:59:59.999000+03:00,98796941.392,40070,1783.146,52126945.926,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99185.90320994353,100784.69320426315
1016,1016,2023-07-28 08:00:00+03:00,29249.4,29253.4,29142.3,29172.0,5870.97,2023-07-28 08:59:59.999000+03:00,171351548.452,58809,2273.424,66344831.5277,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98923.41020466993,101047.2110933819
1017,1017,2023-07-28 09:00:00+03:00,29172.0,29194.3,29150.0,29175.5,3825.153,2023-07-28 09:59:59.999000+03:00,111607275.5478,44450,2001.011,58384095.002,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98935.28004340969,101035.34012940367
1018,1018,2023-07-28 10:00:00+03:00,29175.5,29185.6,29125.5,29126.9,6145.145,2023-07-28 10:59:59.999000+03:00,179134730.8014,61990,2972.987,86665342.6582,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98770.45885405186,101200.17694350149
1019,1019,2023-07-28 11:00:00+03:00,29126.9,29176.9,29114.1,29142.0,7508.005,2023-07-28 11:59:59.999000+03:00,218828626.8713,67179,3796.537,110660121.1463,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,98821.66872975769,101148.96221319538
1020,1020,2023-07-28 12:00:00+03:00,29141.9,29227.0,29112.8,29203.2,8163.525,2023-07-28 12:59:59.999000+03:00,238046943.7905,74438,4773.593,139207155.559,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99029.22133857867,100941.3899287759
1021,1021,2023-07-28 13:00:00+03:00,29203.2,29224.0,29190.6,29208.9,5043.084,2023-07-28 13:59:59.999000+03:00,147287884.1909,58107,2887.256,84326066.2709,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99048.552218812,100922.05721601134
1022,1022,2023-07-28 14:00:00+03:00,29208.9,29239.4,29183.9,29195.3,4541.288,2023-07-28 14:59:59.999000+03:00,132644918.6213,53713,2333.417,68161106.2514,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99002.42941685177,100968.18439032679
1023,1023,2023-07-28 15:00:00+03:00,29195.4,29320.0,29192.5,29295.0,12276.753,2023-07-28 15:59:59.999000+03:00,359304206.8464,111068,6854.549,200608982.3962,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99340.55025181014,100630.03150214668
1024,1024,2023-07-28 16:00:00+03:00,29294.9,29309.9,29235.5,29276.8,9263.089,2023-07-28 16:59:59.999000+03:00,271170418.3575,85619,4464.527,130702045.1407,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99278.82709036338,100691.76051483353
1025,1025,2023-07-28 17:00:00+03:00,29276.8,29522.0,29276.8,29475.7,41128.262,2023-07-28 17:59:59.999000+03:00,1209977698.13608,283729,23129.991,680476338.44398,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99953.37306903159,100017.15059047022
1026,1026,2023-07-28 18:00:00+03:00,29475.6,29535.7,29336.5,29379.0,30403.159,2023-07-28 18:59:59.999000+03:00,895226928.33914,215963,13328.391,392511084.31614,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99625.42638156444,100345.12836666897
1027,1027,2023-07-28 19:00:00+03:00,29379.0,29391.6,29322.7,29346.8,12121.847,2023-07-28 19:59:59.999000+03:00,355822285.1819,97634,6144.755,180380448.8627,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99516.22386515862,100454.34123526876
1028,1028,2023-07-28 20:00:00+03:00,29346.9,29346.9,29180.6,29245.4,22117.141,2023-07-28 20:59:59.999000+03:00,647025653.33558,163755,10463.446,306109259.6896,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99172.33767995524,100798.26002023829
1029,1029,2023-07-28 21:00:00+03:00,29245.3,29324.5,29230.0,29297.7,9313.477,2023-07-28 21:59:59.999000+03:00,272657682.0961,76558,4925.278,144202592.1269,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99349.70698455225,100620.87390136348
1030,1030,2023-07-28 22:00:00+03:00,29297.7,29322.2,29271.1,29303.4,4603.246,2023-07-28 22:59:59.999000+03:00,134856580.3879,55105,2218.096,64981957.2465,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99369.03786478558,100601.5411885989
1031,1031,2023-07-28 23:00:00+03:00,29303.5,29330.0,29267.3,29329.8,3678.747,2023-07-28 23:59:59.999000+03:00,107784116.3749,44130,1903.464,55773895.6367,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99458.57036270836,100512.00020316306
1032,1032,2023-07-29 00:00:00+03:00,29329.9,29358.0,29294.6,29297.3,3851.165,2023-07-29 00:59:59.999000+03:00,112942572.0753,45616,1927.307,56526701.5358,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99348.35043155342,100622.23058296098
1033,1033,2023-07-29 01:00:00+03:00,29297.4,29304.6,29276.1,29282.8,2583.468,2023-07-29 01:59:59.999000+03:00,75672891.2455,35581,1165.187,34129528.8344,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99299.17538534584,100671.41029087083
1034,1034,2023-07-29 02:00:00+03:00,29282.8,29316.7,29282.7,29299.9,2210.204,2023-07-29 02:59:59.999000+03:00,64765553.7347,26184,1271.142,37247667.2645,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99357.16802604582,100613.41215257715
1035,1035,2023-07-29 03:00:00+03:00,29300.0,29336.0,29280.6,29310.0,2840.565,2023-07-29 03:59:59.999000+03:00,83259057.9365,38373,1592.574,46679341.2658,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99391.42098926628,100579.15594223994
1036,1036,2023-07-29 04:00:00+03:00,29310.0,29369.4,29306.0,29367.6,3375.926,2023-07-29 04:59:59.999000+03:00,99044742.1208,40004,2003.513,58783470.1394,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99586.76462109778,100383.79379219809
1037,1037,2023-07-29 05:00:00+03:00,29367.6,29381.4,29349.5,29361.6,3664.402,2023-07-29 05:59:59.999000+03:00,107601800.6652,45038,1789.711,52553922.8604,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99566.41632611533,100404.14401616079
1038,1038,2023-07-29 06:00:00+03:00,29361.6,29373.7,29350.0,29355.7,2198.322,2023-07-29 06:59:59.999000+03:00,64548230.8739,32554,850.215,24964849.3897,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99546.4071693826,100424.15506972409
1039,1039,2023-07-29 07:00:00+03:00,29355.6,29397.9,29351.6,29367.2,3315.67,2023-07-29 07:59:59.999000+03:00,97397313.216,37642,1710.823,50255974.3979,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99585.40806809896,100385.1504737956
1040,1040,2023-07-29 08:00:00+03:00,29367.2,29370.3,29332.8,29356.1,3287.567,2023-07-29 08:59:59.999000+03:00,96494023.3608,30952,1366.987,40122256.7411,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99547.76372238142,100422.79838812658
1041,1041,2023-07-29 09:00:00+03:00,29356.0,29356.1,29315.2,29336.6,3125.633,2023-07-29 09:59:59.999000+03:00,91687943.5256,36518,1315.144,38577906.5046,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99481.63176368846,100488.93661600535
1042,1042,2023-07-29 10:00:00+03:00,29336.6,29341.9,29271.7,29283.0,6740.057,2023-07-29 10:59:59.999000+03:00,197490493.2463,43973,2021.548,59240931.7951,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99299.85366184525,100670.73195007208
1043,1043,2023-07-29 11:00:00+03:00,29283.0,29321.1,29237.5,29287.4,7948.457,2023-07-29 11:59:59.999000+03:00,232746504.9204,59694,4100.663,120095764.282,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99314.77574483238,100655.80845249942
1044,1044,2023-07-29 12:00:00+03:00,29287.4,29291.1,29250.3,29271.8,3625.584,2023-07-29 12:59:59.999000+03:00,106131900.952,39974,1949.194,57059645.2198,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99261.87017787801,100708.71903480243
1045,1045,2023-07-29 13:00:00+03:00,29271.8,29285.8,29250.3,29264.7,3106.167,2023-07-29 13:59:59.999000+03:00,90918867.0064,37487,1606.243,47015904.1023,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99237.79136214878,100732.8001331583
1046,1046,2023-07-29 14:00:00+03:00,29264.7,29294.9,29253.2,29253.2,3122.732,2023-07-29 14:59:59.999000+03:00,91404773.8606,35249,1805.434,52846752.9198,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99198.79046343242,100771.80472908678
1047,1047,2023-07-29 15:00:00+03:00,29253.2,29321.0,29246.2,29281.4,7704.394,2023-07-29 15:59:59.999000+03:00,225590677.7871,63262,4430.035,129716103.2259,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99294.42744984993,100676.15867646212
1048,1048,2023-07-29 16:00:00+03:00,29281.3,29334.4,29277.0,29283.7,5733.168,2023-07-29 16:59:59.999000+03:00,167995113.0019,47193,3415.882,100097182.0568,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99302.2276295932,100668.35775727642
1049,1049,2023-07-29 17:00:00+03:00,29283.8,29308.5,29263.2,29271.7,2851.286,2023-07-29 17:59:59.999000+03:00,83499713.2044,34770,1257.821,36837299.0048,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99261.5310396283,100709.05820520181
1050,1050,2023-07-29 18:00:00+03:00,29271.7,29285.0,29270.0,29284.8,2587.329,2023-07-29 18:59:59.999000+03:00,75755994.2773,27360,1347.652,39459076.0454,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99305.95815033998,100664.62688288327
1051,1051,2023-07-29 19:00:00+03:00,29284.8,29301.3,29277.4,29296.3,2278.248,2023-07-29 19:59:59.999000+03:00,66721644.2079,25654,1277.934,37426570.9016,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99344.95904905634,100625.62228695476
1052,1052,2023-07-29 20:00:00+03:00,29296.3,29322.0,29283.6,29310.4,3166.716,2023-07-29 20:59:59.999000+03:00,92799498.5249,32675,1603.823,46998488.236,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99392.7775422651,100577.79926064244
1053,1053,2023-07-29 21:00:00+03:00,29310.5,29322.5,29276.0,29297.1,2907.159,2023-07-29 21:59:59.999000+03:00,85157766.5082,33648,1445.951,42354259.8674,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99347.672155054,100622.90892375975
1054,1054,2023-07-29 22:00:00+03:00,29297.1,29340.0,29297.0,29328.0,3656.078,2023-07-29 22:59:59.999000+03:00,107211992.7829,35772,2150.459,63058840.9861,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99452.46587421362,100518.10527035187
1055,1055,2023-07-29 23:00:00+03:00,29328.0,29368.8,29328.0,29338.7,4089.427,2023-07-29 23:59:59.999000+03:00,120022043.0543,44319,2103.96,61747542.3405,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99488.75366693232,100481.81403761839
1056,1056,2023-07-30 00:00:00+03:00,29338.8,29355.0,29336.5,29339.2,2110.273,2023-07-30 00:59:59.999000+03:00,61929301.2756,28645,1099.823,32276893.0615,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99490.44935818086,100480.1181856215
1057,1057,2023-07-30 01:00:00+03:00,29339.3,29354.4,29335.8,29341.2,1893.324,2023-07-30 01:59:59.999000+03:00,55558684.9596,24164,937.86,27520862.8606,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,0.0,100000.0,99820.0,99497.23212317501,100473.33477763394
1058,1058,2023-07-30 02:00:00+03:00,29341.2,29358.8,29338.0,29339.1,1772.235,2023-07-30 02:59:59.999000+03:00,52006642.3939,20270,888.726,26080491.2689,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99812.84282851417,99490.11021993114,100480.4573560209
1059,1059,2023-07-30 03:00:00+03:00,29339.1,29345.9,29304.6,29337.0,3084.444,2023-07-30 03:59:59.999000+03:00,90458252.9025,29772,1368.537,40136918.6744,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99805.68565702834,99482.98831668729,100487.57993440783
1060,1060,2023-07-30 04:00:00+03:00,29336.9,29336.9,29310.7,29313.0,1760.761,2023-07-30 04:59:59.999000+03:00,51628812.0687,25670,717.669,21043535.9568,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99723.88941147602,99401.59513675749,100568.9808302586
1061,1061,2023-07-30 05:00:00+03:00,29313.0,29314.9,29292.0,29299.8,2766.633,2023-07-30 05:59:59.999000+03:00,81065676.2711,27913,1289.759,37791086.3594,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99678.90147642224,99356.8288877961,100613.75132297653
1062,1062,2023-07-30 06:00:00+03:00,29299.9,29310.0,29297.4,29300.2,1577.214,2023-07-30 06:59:59.999000+03:00,46218203.0254,20535,821.903,24084665.1492,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99680.26474718144,99358.18544079494,100612.39464137901
1063,1063,2023-07-30 07:00:00+03:00,29300.1,29316.7,29299.5,29309.5,1995.956,2023-07-30 07:59:59.999000+03:00,58497585.5995,25637,1040.315,30489069.28,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99711.96079233297,99389.72529801773,100580.85179423683
1064,1064,2023-07-30 08:00:00+03:00,29309.6,29317.5,29296.0,29296.7,1699.388,2023-07-30 08:59:59.999000+03:00,49802245.2451,26236,761.085,22305361.5588,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99668.3361280384,99346.31560205517,100624.26560535726
1065,1065,2023-07-30 09:00:00+03:00,29296.8,29298.5,29251.9,29272.9,5251.354,2023-07-30 09:59:59.999000+03:00,153713032.7594,49329,2220.755,65003348.0394,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99587.22151786568,99265.6006986248,100704.98816040927
1066,1066,2023-07-30 10:00:00+03:00,29272.9,29286.2,29261.1,29280.0,2275.076,2023-07-30 10:59:59.999000+03:00,66600173.0985,30108,1334.701,39073009.0783,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99611.41957384156,99289.67951435402,100680.90706205342
1067,1067,2023-07-30 11:00:00+03:00,29280.1,29298.2,29278.0,29285.2,3805.536,2023-07-30 11:59:59.999000+03:00,111453695.3106,35537,2026.892,59363428.4799,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99629.14209371124,99307.31470333881,100663.27020128575
1068,1068,2023-07-30 12:00:00+03:00,29285.1,29288.9,29261.2,29269.9,3317.841,2023-07-30 12:59:59.999000+03:00,97132133.6981,31162,1488.715,43584178.2489,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99576.99698717163,99255.42655113357,100715.16327239062
1069,1069,2023-07-30 13:00:00+03:00,29270.0,29278.3,29211.2,29269.6,4999.992,2023-07-30 13:59:59.999000+03:00,146256342.2195,43009,2120.786,62038920.2999,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,99575.97453410222,99254.40913638443,100716.18078358876
